Timestamp,Latitude,Longitude,Class,Observer,ObserverSi,Water Type Chopper,Water Type Satellite,transectNu,permanence,ID,Wet Dry Chopper,Wet Dry Satellite
2024-05-07,-13.55576,134.2723,2,Holly  Lourie,Front Left,,Wetland,M10,I or E,W380,,Dry
2024-05-07,-13.55579,134.268,2,Holly  Lourie,Front Left,, River,M10,P, ,,Wet
2024-05-07,-13.55604,134.2548,2,Holly  Lourie,Front Left,, ,M10,,,,
2024-05-07,-13.55564,134.1638,3,Holly  Lourie,Front Left,, ,M10,,,,
2024-05-07,-13.55516,134.1402,3,Holly  Lourie,Front Left,, ,M10,,,,
2024-05-07,-13.55436,134.0559,3,Holly  Lourie,Front Left,, ,M10,,,,
2024-05-07,-13.55455,133.9763,3,Holly  Lourie,Front Left,Spring,Spring,M10,I, ,,Dry
2024-05-07,-13.55407,133.8728,3,Holly  Lourie,Front Left,, ,M10,,,,
2024-05-07,-13.55349,133.8179,2,Holly  Lourie,Front Left,, ,M10,,,,
2024-05-07,-13.45241,133.6749,1,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.45221,133.9001,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.45297,134.0764,1,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.453,134.1139,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.45345,134.1351,2,Holly  Lourie,Front Left,Spring,Spring,M12,I or NP, ,, 
2024-05-07,-13.52006,134.2979,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.5223,134.2979,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.5433,134.2974,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.54604,134.2974,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.56549,134.2985,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.56892,134.2998,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.57314,134.301,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.5764,134.302,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.59457,134.3042,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.64914,134.3301,2,Holly  Lourie,Front Left,Spring,Spring,M12,I or NP,W273,,Wet
2024-05-07,-13.65457,134.3499,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.66647,134.3717,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.66844,134.3737,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.6718,134.3768,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.69018,134.3916,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.70226,134.4104,2,Holly  Lourie,Front Left,Spring,Spring/Wetland,M12,E, ,,Dry
2024-05-07,-13.70383,134.4139,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.71382,134.4282,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.74979,134.4767,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.76297,134.4967,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.82139,134.4793,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.82576,134.4769,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.89233,134.4314,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.91304,134.4268,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.91517,134.4271,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.92874,134.4307,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.93508,134.4321,2,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.98704,134.4443,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.9758,134.4422,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.9504,134.4432,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.94675,134.4438,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.94309,134.4447,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.93908,134.4456,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.93096,134.4449,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.92371,134.443,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.90422,134.4391,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.8949,134.4465,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.87754,134.4582,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.7844,134.4949,3,Holly  Lourie,Front Left,Spring,Spring,M12,I,W196,,Wet
2024-05-07,-13.67454,134.4054,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.6678,134.3839,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.66256,134.3728,3,Holly  Lourie,Front Left,, ,M12,,,,
2024-05-07,-13.6522,134.527,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.65607,134.6205,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.65633,134.6286,3,Holly  Lourie,Front Left,,Billabong/Stream,M08,I or E, ,,Dry
2024-05-07,-13.65721,134.7417,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.65957,134.8146,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.65881,134.8546,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.6584,134.9064,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.65837,134.9081,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.6576,134.9853,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.65741,134.9892,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.65755,135.0042,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.65753,135.013,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.65782,135.0235,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.65848,135.1144,2,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.65827,135.131,1,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55505,135.1377,2,Holly  Lourie,Front Left,Spring,Spring,M08,NP,RA361,, 
2024-05-07,-13.55583,135.0236,1,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55566,134.9894,2,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55541,134.9818,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55538,134.9802,2,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55571,134.966,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55476,134.897,2,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55484,134.8749,2,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55407,134.8004,2,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55389,134.7871,2,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55284,134.7621,2,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.5514,134.6861,1,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.5534,134.6135,2,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55332,134.6103,2,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-07,-13.55371,134.5839,3,Holly  Lourie,Front Left,, ,M08,,,,
2024-05-08,-13.75522,134.2333,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75405,133.9173,2,Holly  Lourie,Front Left,Spring,Spring,M06,I, ,,Dry
2024-05-08,-13.75386,133.9048,2,Holly  Lourie,Front Left,Spring,Spring,M06,I, ,,Dry
2024-05-08,-13.7537,133.8876,2,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75281,133.7587,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.77082,133.7707,2,Holly  Lourie,Front Left,, ,SW01,,,,
2024-05-08,-13.78074,133.7837,1,Holly  Lourie,Front Left,, ,SW01,,,,
2024-05-08,-13.77984,133.8742,2,Holly  Lourie,Front Left,, ,SW01,,,,
2024-05-08,-13.78016,133.913,3,Holly  Lourie,Front Left,, ,SW01,,,,
2024-05-08,-13.78075,133.9392,2,Holly  Lourie,Front Left,Spring,Spring,SW01,I,W191,,Dry
2024-05-08,-13.78085,133.9723,2,Holly  Lourie,Front Left,Spring,Spring,SW01,I, ,,Dry
2024-05-08,-13.78038,133.9882,2,Holly  Lourie,Front Left,Spring,Spring,SW01,I,RA191,,Dry
2024-05-08,-13.78045,134.0737,1,Holly  Lourie,Front Left,, ,SW01,,,,
2024-05-08,-13.764,134.192,1,Holly  Lourie,Front Left,, ,SW01,,,,
2024-05-08,-13.69555,134.3741,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.70007,134.3811,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75405,134.4536,2,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75627,134.4633,2,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75569,134.4938,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75557,134.5428,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75573,134.5451,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.7561,134.6314,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75591,134.6432,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.7566,134.6665,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75661,134.7015,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.7565,134.7083,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75663,134.7395,2,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75667,134.762,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75653,134.7743,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75683,134.8087,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75687,134.812,2,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75736,134.8365,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75742,134.838,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75733,134.8529,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75733,134.9582,1,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75773,135.0268,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75814,135.0444,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75814,135.0444,3,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75814,135.0444,2,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.75814,135.0444,1,Holly  Lourie,Front Left,, ,M06,,,,
2024-05-08,-13.7881,134.2884,2,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.79081,134.2884,3,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.80388,134.2876,3,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.83255,134.2819,3,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95553,134.3801,3,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95551,134.3826,2,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95547,134.3833,2,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95539,134.3851,2,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95535,134.388,2,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95604,134.4083,3,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95647,134.4443,3,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95642,134.4494,3,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95649,134.4979,2,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95649,134.5149,2,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95676,134.5239,3,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95789,134.5704,2,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95834,134.6364,1,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95794,134.6481,2,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.95819,134.7044,2,Holly  Lourie,Front Left,, ,M02,,,,
2024-05-08,-13.89631,134.7899,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-08,-13.85773,134.7903,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-08,-13.85773,134.8998,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-08,-13.85787,134.9555,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-08,-13.85822,134.9656,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-08,-13.85797,134.9811,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-08,-13.85773,134.994,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-08,-13.85726,135.08,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-08,-13.83101,135.0149,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-08,-13.85804,134.8711,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.70448,134.4226,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.76046,134.473,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.77589,134.5237,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.78747,134.5579,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.79807,134.5959,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.79913,134.6004,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.79979,134.603,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.80149,134.6086,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.81116,134.6435,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.8566,134.7777,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85605,134.7267,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85676,134.6867,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85619,134.6676,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85696,134.6405,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85767,134.5822,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85771,134.5806,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.8568,134.5482,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85654,134.5412,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85668,134.5131,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85666,134.5096,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85633,134.4934,3,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85613,134.4888,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85603,134.4858,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85604,134.483,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85588,134.4688,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85463,134.4268,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85481,134.4225,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85572,134.4133,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85593,134.3992,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85487,134.3195,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85487,134.3136,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85539,134.2713,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85554,134.2695,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.85752,134.2593,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.74512,134.2823,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.6889,134.2931,2,Holly  Lourie,Front Left,, ,M04,,,,
2024-05-09,-13.72519,134.1632,2,Holly  Lourie,Front Left,, ,SW02,,,,
2024-05-09,-13.72462,134.1553,2,Holly  Lourie,Front Left,, ,SW02,,,,
2024-05-09,-13.72112,134.0116,2,Holly  Lourie,Front Left,, ,SW02,,,,
2024-05-09,-13.72087,134.007,2,Holly  Lourie,Front Left,, ,SW02,,,,
2024-05-09,-13.72035,133.9706,2,Holly  Lourie,Front Left,, ,SW02,,,,
2024-05-09,-13.72066,133.9031,1,Holly  Lourie,Front Left,, ,SW02,,,,
2024-05-09,-13.72059,133.893,1,Holly  Lourie,Front Left,Melaleuca swamp,Melaleuca swamp,SW02,I,W245,, 
2024-05-09,-13.72075,133.8778,2,Holly  Lourie,Front Left,, ,SW02,,,,
2024-05-09,-13.72062,133.8611,2,Holly  Lourie,Front Left,, ,SW02,,,,
2024-05-09,-13.72038,133.7416,1,Holly  Lourie,Front Left,, ,SW02,,,,
2024-05-09,-13.69516,133.676,2,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.58723,134.0934,1,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.58235,134.0928,3,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.54694,134.2014,2,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.55738,134.2199,2,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.58202,134.2451,2,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.60401,134.2626,2,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.51809,134.5107,2,Holly  Lourie,Front Left,,Waterhole,SW03,NP or P,W422,,Wet
2024-05-09,-13.46838,134.5192,3,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.40236,134.5534,3,Holly  Lourie,Front Left,,Melaleuca swamp,SW03,I, ,,Dry
2024-05-09,-13.39094,134.5583,2,Holly  Lourie,Front Left,,Melaleuca swamp,SW03,I,W534,,Dry
2024-05-09,-13.36609,134.5692,2,Holly  Lourie,Front Left,Melaleuca swamp,Melaleuca swamp,SW03,I, ,,Dry
2024-05-09,-13.31895,134.5885,2,Holly  Lourie,Front Left,Melaleuca swamp,Melaleuca swamp,SW03,I, ,,Dry
2024-05-09,-13.12675,134.6632,2,Holly  Lourie,Front Left,Melaleuca swamp,Swamp,SW03,I or NP,W898,,Dry
2024-05-09,-13.11378,134.6219,2,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.09351,134.6325,2,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.29748,134.5033,2,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.33156,134.4901,2,Holly  Lourie,Front Left,,Waterhole,SW03,I or E,W582,,Dry
2024-05-09,-13.70347,134.4088,2,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.65463,134.099,3,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.65501,134.0954,3,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.65457,134.0632,2,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.65431,134.0511,3,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.65222,133.8622,2,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.6521,133.8303,3,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.65207,133.7325,1,Holly  Lourie,Front Left,, ,SW03,,,,
2024-05-09,-13.63181,133.6374,2,Holly  Lourie,Front Left,, ,SW04,,,,
2024-05-09,-13.62072,133.6545,3,Holly  Lourie,Front Left,, ,SW04,,,,
2024-05-09,-13.62165,133.695,2,Holly  Lourie,Front Left,, ,SW04,,,,
2024-05-09,-13.62017,133.7929,2,Holly  Lourie,Front Left,Spring,Spring,SW04,NP,RA288,,Wet
2024-05-09,-13.62041,133.798,3,Holly  Lourie,Front Left,,Waterhole,SW04,I or E,W288,,Dry
2024-05-09,-13.62084,133.8052,2,Holly  Lourie,Front Left,,Swamp,SW04,I,W285,,Dry
2024-05-09,-13.62171,133.8266,2,Holly  Lourie,Front Left,, ,SW04,,,,
2024-05-09,-13.62221,133.848,2,Holly  Lourie,Front Left,, ,SW04,,,,
2024-05-09,-13.62171,134.0258,3,Holly  Lourie,Front Left,Spring,Spring,SW04,I, ,,Dry
2024-05-10,-13.59933,134.144,3,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.58833,134.069,3,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.58706,134.0594,2,Holly  Lourie,Front Left,, ,SW07, , ,, 
2024-05-10,-13.58681,134.0564,3,Holly  Lourie,Front Left,Spring,Spring,SW07,I,W327,,Wet
2024-05-10,-13.58636,134.0516,3,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.54415,133.8794,2,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.5401,133.861,2,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.53663,133.8506,2,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.52287,133.7819,2,Holly  Lourie,Front Left,, ,SW07,,,,
2024-05-10,-13.52238,133.7788,3,Holly  Lourie,Front Left,Spring,Spring/Stream,SW07,NP or P, ,,Wet
2024-05-10,-13.52054,133.7707,2,Holly  Lourie,Front Left,,Spring/Stream,SW07,NP or P, ,,Wet
